tarih,ATM_01_Levent,ATM_02_Beşiktaş,ATM_03_Şişli,ATM_04_Fatih,ATM_05_Bağcılar,ATM_06_Bakırköy,ATM_07_Zeytinburnu,ATM_08_Eyüpsultan,ATM_09_Sarıyer,ATM_10_Maslak,ATM_11_Kadıköy,ATM_12_Üsküdar,ATM_13_Ataşehir,ATM_14_Maltepe,ATM_15_Kartal,ATM_16_Pendik,ATM_17_Tuzla,ATM_18_Beykoz,ATM_19_Ümraniye,ATM_20_Sultanbeyli
2023-01-27,90896.43795162275,58165.7217810891,57492.94307117947,52856.10257716893,103849.64109717227,44762.81932910365,48117.779765531435,47557.56878960233,47909.112873521866,92924.01428288907,57878.85773167058,54296.291194591206,80360.51495788294,33789.01406133638,53583.79968579761,26318.68778338952,36646.82289111275,33377.71299160315,57215.87088472401,42484.71568177553
2023-01-28,122330.14517986085,60507.82957062492,88453.6478526813,52904.85186188846,88360.3689267375,45608.86291272382,53730.49048123311,45218.964027586655,44613.466655421966,43244.97420687733,87281.56122054995,63038.32318554584,133140.1351451687,48409.709273066954,61454.88769124007,36310.15277810677,26431.197773057414,32228.585354082763,66112.45592115095,34731.845956238656
2023-01-29,93239.03219704465,53469.41104094925,64321.97449495028,43550.09063171185,96908.24739674597,38656.53269741401,36903.92447855326,36675.41599393285,35434.314474388,34506.65200810164,52802.3825666243,37402.09226597782,94008.59097071084,41143.844313056776,38825.96280755665,29059.02829137186,17065.61141766571,33625.268346501296,43053.336593581575,29389.157874297955
2023-01-30,66344.53395840876,48465.69252277015,54103.96624917367,38214.0330934191,66457.46909330486,34401.7472811665,27845.09874221357,32560.05678949222,33232.94079226354,75070.02809478728,52320.58995512375,35303.26060461777,46424.599565781646,33689.548119706444,40371.78093935475,29039.797082979378,41419.22682341939,20942.180308879673,55120.549722706455,30311.00348348318
2023-01-31,93394.21870136008,42547.08402151695,59961.58180027506,36385.57953801649,53905.95247212535,28894.352551916305,35182.339136454466,34448.8258527243,21574.38984492175,69660.46256519503,44780.76170638629,39166.49792500552,89221.94552070765,36489.2400724127,34919.87030685809,23592.529492394988,28732.450008851785,19956.539407977838,49902.43902547061,24054.525809538656
2023-02-01,58534.58607711994,51919.53043697068,59301.593529763995,56519.68802450811,67437.19709753884,33777.743896628184,33365.76535504402,32390.318105817107,32852.91649212085,63593.93581700916,60235.143252821916,42882.992293395924,69444.01856381344,33200.86575131549,24277.16401426658,27874.72761190935,47469.7345767445,22159.133577667795,44759.199108741464,32078.108922768097
2023-02-02,60381.003713961014,50087.78606007402,63736.943393740934,43426.24822805554,62400.1405686147,41249.062647599225,40735.85197018321,42856.77956789566,29019.73636346556,61274.73654198657,59168.21034772249,42294.51992890309,89015.0619895448,33188.38009446708,38448.16861356289,26076.64091720123,33307.43068505197,19256.237421024663,55517.14470814212,21453.30740218661
2023-02-03,70204.83863803005,65496.81667134441,77813.52731946026,52636.870030937615,70233.91803718504,47401.96545084814,43579.27015752204,44159.840049327075,24714.644317487597,105361.3095299324,66553.28043042202,56142.70089457264,79537.33638742771,47819.02349498132,62315.97205774719,41079.72931048509,40243.65839390874,25090.76365545717,64236.60513197466,49481.93040199012
2023-02-04,134246.1697094048,60401.5137905767,84174.65288094115,43694.86468595357,114838.05283756129,41521.90366082171,47065.73052439858,52997.51387608784,30031.937461278732,53269.65169264615,68347.22199467968,66505.16380281151,126358.05713080673,52571.96196829344,44336.16899516493,48799.252496335714,17178.11348854234,31107.47270595666,79516.87009916986,45050.332065026014
2023-02-05,113360.45089788038,49814.87435618426,44246.857386258234,40440.062304261104,73440.79582193968,40067.664637888054,44538.62214422781,31203.116484053397,27358.00477439152,26179.56336327247,64501.64530004262,57751.325271913134,81672.45398414749,37887.75120162587,45372.410499113656,36663.60460116291,19922.83478640852,31149.290104187436,42228.91489357923,29270.34784381438
2023-02-06,61120.37048572056,46192.10468868699,52864.03372492797,39158.718551404425,71242.35414011001,29629.533157488786,38194.52022177257,45134.82135596234,30966.516233474118,60590.90125851409,43620.024124087075,42461.14430938153,91932.89865176969,41709.892844714814,50691.10825540335,29844.28120862732,27330.13313461716,22210.79300687853,45032.49738503138,31305.175604672408
2023-02-07,50333.20126255469,49621.911272253885,45811.754272952116,35210.21794274159,49781.277238738345,38629.3422969945,39689.990729202465,32724.95536621659,27869.42412820757,63808.788505670665,55697.540448436586,44651.53334245285,72474.51919476452,31406.793359828745,32869.25128105912,22142.418043433452,25725.675025471748,19873.873150234933,44162.054635705885,19461.4916029659
2023-02-08,53492.58691594811,42752.866932738056,42903.352605588996,52997.840585435224,79417.7828333866,39049.57698183763,55237.80205088958,36122.17250228391,29873.03377104446,75468.63186513406,85729.436224743,40301.90153162271,77703.97080775136,38246.74951769941,39631.995341317175,27426.646044011115,38552.04699291771,28155.31034450678,52519.3269861851,23938.085472429335
2023-02-09,78131.84318172012,52736.56367408815,74946.16789822571,43019.770562490725,55284.92694237871,37752.99363028495,42162.375725414786,25703.934087282898,42589.70591633342,81588.17621420717,72861.54925941574,51421.959594674765,102032.70826019152,39211.63188664217,33512.784134436224,30024.188705092525,39813.502413746006,31414.30999387034,44820.5177459785,33933.27702241769
2023-02-10,99073.49749110629,57316.97152474854,93866.09537916216,68430.1493205817,78643.0758672594,46165.15212296967,54267.83560314787,36497.91274182218,30608.744148910067,90563.19873585182,81306.83295637024,61791.26185770723,121263.61065666158,40088.51547213492,68533.16660490044,37328.759075441936,49233.48834625871,37116.33612265858,40511.70567600944,24011.962175428733
2023-02-11,132363.50634427526,66868.28301547105,100275.87219059624,63192.48200918763,108397.35612031564,47974.56472592939,47332.63167358973,58937.1847053192,43003.64394544155,51589.03918952365,80678.75195614817,76400.88398517831,155346.64321213085,44791.11253107136,58290.52376363451,46062.01435308583,20300.189465790896,29504.25374325574,58651.186117024525,41270.49132021779
2023-02-12,76530.11503421917,59249.87022869797,62695.03847505935,47468.32791173561,125560.42963801239,40254.272154523904,34454.8417189688,37820.14506178161,34320.43636093664,35429.60339633339,44410.63478043257,56155.918431558865,72424.31447574873,39636.923983000954,44950.9130045664,43711.983122030244,16194.754484925199,23651.012045476564,52623.19635562834,30981.1296773342
2023-02-13,66081.34048740806,31894.51228826851,65694.23536627898,40412.83596417488,71495.40097721927,32340.773664659333,48813.83020990886,22629.100950258242,25011.341879862775,56889.82025887647,42896.36536771209,47819.7021623974,60218.95395887888,45746.01472168394,48831.93306718361,34255.44319692834,29651.000826073065,30460.847817680846,46754.21306207184,34404.439717078705
2023-02-14,62244.301543724876,34689.571950757054,50553.85167620659,39665.167245494784,61311.84712541396,33605.0290351451,30800.35752992438,36113.75296678473,27519.547258786504,59202.71016824766,64536.81006779307,41108.170865710636,54367.48956166586,37354.68144147013,41937.89782631097,24373.49537386022,33338.34151794838,22526.355617699934,59493.46181659974,18172.327960378367
2023-02-15,67419.66152648936,35598.26804691588,55306.73662737875,56230.10431220109,75921.65011742644,38415.789324311016,31959.723036816962,29228.681875699433,22098.69848221905,65946.40793280055,48054.295459745525,46155.06107935326,84276.93706023504,30003.0419105662,34202.91162597362,34265.25560163712,40565.809685345506,21881.132203901914,52254.45872255597,33117.72981093699
2023-02-16,82177.15551043216,32521.180480124378,46846.05833266686,29882.144376892662,45183.82262362805,34149.82518079753,40030.35138954824,43028.18078735649,38920.923257375805,68959.5122374664,51524.37644056439,56008.378223748834,78722.74173476933,26828.216963092917,37542.29761696194,35945.094408983095,34601.192476205324,27318.887079237276,50666.061843833464,24183.22709059199
2023-02-17,88538.04074274118,53537.35468840013,74987.67638391854,39189.56177227703,88403.38864075847,42153.14863254175,49305.23768565922,41432.99625017825,33887.68612121106,61401.66514750299,70094.58606705742,51983.707651180324,69376.91515626958,52865.844219758066,56640.374522183105,34924.47961820004,57407.8136615387,35651.03734426904,61742.21466945696,30626.20376244905
2023-02-18,136635.0806924889,77633.99410262611,80561.26285987461,57125.53521581856,193362.03804841058,42705.41344929002,48854.86547104089,49537.34498811935,61140.91378682211,43306.91768823784,68468.60571175459,59374.851576662164,126173.08462504538,51968.74352213014,53271.43259414148,52638.28650993519,25513.66848525997,31009.94715634566,85208.62272750353,30539.590470968287
2023-02-19,90094.40374141763,49117.198949072044,48199.05277106784,47375.15389237957,96763.05914153966,32718.829282629773,40791.451804787794,44096.78526309958,32471.426281564603,35446.13832872833,50219.852706776684,51397.078628340925,71415.26035794339,45475.69003531242,31174.71476808192,33445.27137571347,15697.3726874462,26757.027824586097,48188.027341740984,23567.477786047413
2023-02-20,67041.43595026033,46375.54288157566,51862.453242329866,46221.926658191434,67613.2465406499,27202.487013595633,46054.25824582818,26947.73270917394,33823.59435811872,61169.996033865114,53350.79491791152,46518.212795904896,69493.68014518787,32510.665719119363,38513.011061882615,23523.28335841692,34859.699087130495,26246.061625761136,45244.87898671806,26414.410449282448
2023-02-21,69837.61021788066,52138.28748834561,49865.493125099434,43040.69380426664,72605.15615050103,35726.044880442736,31481.249629433732,25617.448152126435,27191.724992872812,59469.275410929375,44678.577605123864,36405.97583595876,47197.12442504556,36410.76735894506,29194.945442442953,31207.29695134779,39441.44949048391,17784.66543639774,37201.47947924297,19723.270115165746
2023-02-22,46718.65630556203,57504.76454996098,72667.71799084549,39402.44938265583,83005.71204606458,43068.799964007325,30172.028436997185,31064.990826548365,28909.674868842107,71891.2890755914,48545.89124743044,43796.32790872409,80824.93678961812,40927.75453407817,52343.523699044934,31740.058732748435,44029.88563220836,22991.227056193173,60350.245454876014,28621.90974639242
2023-02-23,63353.331827323265,47882.25726390761,65802.99923347832,52811.26517463288,46375.48171904163,43428.064233051766,47390.31255956567,39034.38423157566,27783.854636954497,57250.803238026514,50907.8713502001,46090.97355307575,82552.34523040995,36999.68077021081,43269.652682455395,31072.654864687036,40171.362106367065,20043.502794658874,53517.73609660456,23806.46646380196
2023-02-24,76145.87669377157,75768.74114304822,70363.35660350267,65739.37505891979,61755.28151794755,37412.84180686237,54540.58691952416,33604.236438770895,38902.903420100854,64436.74955186798,78940.86386902962,39927.968732229776,143610.85106893748,46087.99023945732,44727.817214034425,39874.78175399976,40496.399288056746,25462.84562525378,55151.67312164117,26937.61057267288
2023-02-25,102441.38104360107,69557.53795868998,83340.72163806728,64765.38099883513,130747.28883213906,53867.279538619165,51350.92963590921,36098.52249942832,45777.56564262026,43775.74723025554,78992.50320597568,63768.55704474719,158793.0255504962,52831.665440963996,52700.47181187147,40398.11489680457,20917.908799022436,31112.776933662106,69395.72273107477,34429.99757062722
2023-02-26,83709.29104884519,44798.40185063286,60715.37421547886,55766.34628066068,80460.53702992604,44178.172742851035,32892.353499268625,41591.16552460352,28629.790879715423,40339.39377771846,60129.1341979044,48612.68867114587,90564.81385805155,42403.79057079322,32467.244847914208,38198.155969427506,18198.52178530269,28008.087415500988,58204.38039513767,30082.192509421326
2023-02-27,87573.79422708522,40609.009786630566,50637.54616480395,43136.79458506097,89067.87179944028,32129.95419937462,32987.55900052814,28384.8843055538,27855.26688348645,87352.62246154889,59670.65611052866,42261.92936708422,84334.89921783643,36140.87101228459,32298.753992316935,29730.881947702746,40665.04460794992,21266.796152937248,44487.38320322821,23571.797176283962
2023-02-28,50334.767048652815,33748.331403488395,42130.00689314612,36167.419211712186,60159.47336332488,33193.82293914387,35837.71649742628,28424.993677256803,24782.728363993563,71705.02006887039,50845.773739014374,53379.46163134967,50044.7927258138,39315.08126848258,44714.43070694898,29768.57713729299,31428.529618535315,19438.272298156513,40958.19860801421,24013.133328483334
2023-03-01,86380.8062128398,42785.73759980034,56580.21858587601,51357.195553340316,48293.93168576597,29541.862640995027,50553.40321931516,25402.684470876688,46589.35389661412,54820.02711269673,56951.839218633635,39118.68797434541,63131.88336817007,37934.53058466788,63022.409508764926,35248.97982071009,36162.35812809648,25098.414172005203,46005.035815348376,30805.8878692144
2023-03-02,50899.32755826612,49435.14116672298,53992.132640995595,49073.40418579376,59043.615367863735,40980.67588113663,36707.60210365701,32767.03372278572,32769.9433678862,72302.1422342672,68294.03893947562,44143.11543660446,88641.31466118334,36097.492097804134,51516.95266808664,28782.849473310856,35509.18599176119,21615.129807880494,57508.784705123515,34733.30461890068
2023-03-03,85070.7781327437,74829.41523926723,61571.47188119132,59848.59780270612,52952.11369958311,43403.59910092597,53619.438965398534,45633.41448098832,53760.15984605475,98096.46080786588,87752.18799432981,40472.663417000804,63660.80135487217,66682.67000210185,55692.94794112028,37378.97514375619,41206.52660752641,35105.25985685286,63467.13428524884,34057.4363251624
2023-03-04,132512.1607419594,99489.1417889377,94497.75026175843,87436.11124287687,128575.91932135755,54845.58840014299,69405.81645212987,60886.22331737975,45490.49670106893,52182.21812729772,86906.83658486945,66145.72444533667,141729.31534970037,53119.70883200227,59798.686848497375,34000.049242338086,22907.196610633993,45001.96736941813,71034.71115461632,34197.854075124145
2023-03-05,109713.73357521619,44282.23913212489,69840.9283357523,33848.50702956338,97965.90838292512,33490.37529752027,31137.644682158647,34390.159401667166,37072.484186617236,42009.13518436999,68141.02198266043,50622.37012209231,86114.11622519713,40242.67158051775,41258.18015053725,41103.59583525583,18229.641166025303,27631.11973633072,46118.485481498035,31207.348390182768
2023-03-06,79924.97793958543,52083.205560837174,41949.74188625091,35094.49186352948,65916.92183623095,39282.25112700695,48399.23311496539,45201.97920542034,24647.404046651176,59272.68408114691,51186.66735175319,43183.74733897687,78111.06769282711,38949.733386201384,59926.64532553898,26430.56392569277,44448.68234884225,23534.42793782888,51011.47451673095,29027.25760606999
2023-03-07,78628.84527734257,39438.91679406762,53782.053089234076,35262.92698065415,88651.59558449454,40211.5787580566,32082.39317042788,29329.565430051887,27629.52068753861,68339.69500759494,48796.12840831125,54929.42230656924,58225.643343121286,38237.38554492722,39506.191695317124,32095.54633122656,30190.05289741794,25077.805547921853,47163.834118586354,20196.013462518236
2023-03-08,64774.38741974943,54042.54442139086,68888.75839346141,42961.630522129424,96395.79334113402,34283.33702544137,43956.07184576538,31070.92643947442,32723.896228087422,77160.4248436634,68179.89475749945,55783.41026500653,85814.67340695817,38350.88109202732,61906.75605802361,35398.73132122252,33702.05134539285,17656.184334310597,48773.28354172465,23566.6524206466
2023-03-09,66702.91682653768,51476.461863681114,73525.19216635184,46206.229042840576,75311.96633006432,34693.300543258505,45742.32240049146,47850.67490992441,43652.98354009047,87635.4545091608,68126.82829920096,51559.860581690125,82884.14134275634,42326.94003830182,57812.60639455792,38874.7234683508,30164.231812591548,28833.01744883296,56260.361052553955,25618.394011403954
2023-03-10,110807.83686165322,47905.58635928228,90833.58141295203,46396.74826841758,60737.94429623766,38142.581239891755,65532.37158468623,47453.93236211912,43011.38220787369,81175.40743260433,84792.6110188899,59357.61044178063,139539.67152974545,52447.94187812709,42159.0713208292,35528.6044080235,49823.917861293856,55404.42806566205,76741.015747704,34720.11981320631
2023-03-11,122813.35877650317,87113.52279239258,87371.36209769706,57680.16748692282,155355.04457673032,51960.29800200138,68083.65891317457,47412.33805318004,59613.12083545755,47585.64550903309,93641.01062785643,85622.86235584621,143374.48431809287,58438.00165452194,57575.02548008502,49050.92558113501,30220.53278942419,36430.251003970945,86613.66453718113,35952.149537834695
2023-03-12,72976.54882898314,50632.20841128457,56708.89058663102,44437.49355375816,115598.94106570404,37739.02347874057,31217.445352058505,38259.44464434598,39630.68021022023,23476.703526951285,67871.35930079212,54064.49236413167,91187.09179905824,32528.803644269057,43406.07941959505,49695.80823833805,23878.18624638029,27495.97385130883,63700.45419770419,34806.284075126256
2023-03-13,53366.24183746497,44575.38598865562,47364.20348806606,67944.79805648547,77612.31531312129,30611.95018397051,35595.20133218758,43003.96960322188,40765.84868076128,62629.54947467566,65934.1450605134,41056.0171128918,72487.36745217006,49291.737421924816,41732.08001696664,43550.15450408576,33905.116073801575,27693.86401636132,48415.53527603628,20434.715986605523
2023-03-14,54044.36080765385,39317.515416746406,58338.457721170664,58721.90163289783,86935.69151739548,37617.079629258486,40233.55422184617,42355.8925107891,29569.17504130015,61577.024826116445,66341.66031592709,34051.162996499435,55013.484969588004,37336.06932648495,40454.33259837895,37185.088430946846,35020.27666560524,31189.683635974026,44253.21924574291,19828.867592603776
2023-03-15,78170.09229140301,44688.97861900292,62152.02193609353,42689.21392021624,57420.87951549181,35749.15193089329,40265.1740353526,30429.887914278945,47490.72948408049,59655.44024436105,69978.31319849234,44792.02227223912,85634.44442339151,43152.321981724584,72039.52073320936,35264.04150159098,32535.488537070218,29475.2939111869,43218.95744421157,25954.810449500997
2023-03-16,76338.7907536382,56714.63133231955,76576.31455877887,45443.52355244489,121867.22638606619,35014.78718365157,47663.367122071555,36649.5869836212,30753.847049399406,77964.7289481565,62207.78556697258,57955.68773397739,94145.38480297088,36018.227811684206,38056.09549345288,29635.04626810182,38836.07779617867,18277.86017286174,49266.48671780748,28151.281379746833
2023-03-17,107000.1833659463,63446.405270901974,92158.90325050877,49402.005448141754,78807.49278241523,46311.314962242126,62441.981753442626,46572.898409917136,36426.9964946538,93079.35342061799,99531.82048188128,93268.0029992792,176862.48919839456,49896.631393457654,59038.57958127223,49356.40991166155,46427.69912820693,36053.27471837362,67931.33495926237,28141.366657069666
2023-03-18,116820.38930628501,78819.0435281538,85025.72898547359,49396.94346885768,160231.66289737824,61122.89765445621,68882.16801125846,44121.4621303935,38429.08940801586,33780.42005075709,92985.3514173861,72810.07245963391,125092.68224385839,52888.74866025671,71735.63094409615,48373.5598044442,23924.125425188086,57706.10885125503,67383.70873642569,36977.06266408946
2023-03-19,100238.04588178052,59790.37484418469,53088.14564521242,50523.41884902333,70711.69701921995,43585.22959555203,45176.16749721064,38984.98508435159,52922.77464047065,39780.114799017276,75124.25579483797,47717.87128572912,102000.72416000473,51587.08042840798,48713.19279340874,41229.03230286978,18306.04507666456,31248.949963197818,59053.12801334726,28884.454023805927
2023-03-20,98411.18273258171,76514.50599880313,67550.15916457222,47291.07782323597,73997.01386579825,45464.539137581494,37217.125328207476,42828.24456392581,44501.17294616685,74219.35850678479,76956.81039692642,48309.209976894555,84443.55443628874,45914.30288318792,53979.14222729453,36595.28353294105,44403.9893208058,25116.83545363951,53604.340801180624,31445.950363120963
2023-03-21,77404.96797284439,55716.52954014161,71495.21265947727,53362.835610919305,122470.07557090967,48058.11647695654,45549.38580322778,50184.749021253,35339.155901453116,92492.72705968958,73911.11375605565,62707.514528567706,97027.83075285883,52124.055279496875,42855.42121007117,38232.53181597851,37510.4106609118,30979.14896953539,46015.196949349294,33332.51543621264
